jahr;monat;tourismusjahr;tourismushalbjahr;tourismusregion;ankuenfte;uebernachtungen
2013;4 ;2012/13;WHJ;Kärnten-Mitte;4987;21128
2013;4 ;2012/13;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;5391;27693
2013;4 ;2012/13;WHJ;Region Klagenfurt;12410;21208
2013;4 ;2012/13;WHJ;Region Villach;20159;59535
2013;4 ;2012/13;WHJ;Wörthersee/Rosental;16736;45013
2013;5 ;2012/13;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;33332;123617
2013;5 ;2012/13;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;10807;37316
2013;5 ;2012/13;SHJ;Katschberg/Lieser- und Maltatal;8364;30074
2013;5 ;2012/13;SHJ;Klopeiner See – Südkärnten/Lavanttal;22667;102216
2013;5 ;2012/13;SHJ;Kärnten-Mitte;7470;26682
2013;5 ;2012/13;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;19949;80752
2013;5 ;2012/13;SHJ;Region Klagenfurt;16431;31036
2013;5 ;2012/13;SHJ;Region Villach;47227;163033
2013;5 ;2012/13;SHJ;Wörthersee/Rosental;54041;175476
2013;6 ;2012/13;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;50647;213434
2013;6 ;2012/13;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;22574;76225
2013;6 ;2012/13;SHJ;Katschberg/Lieser- und Maltatal;12971;49617
2013;6 ;2012/13;SHJ;Klopeiner See – Südkärnten/Lavanttal;30714;155133
2013;6 ;2012/13;SHJ;Kärnten-Mitte;9545;34010
2013;6 ;2012/13;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;32275;150196
2013;6 ;2012/13;SHJ;Region Klagenfurt;20672;43135
2013;6 ;2012/13;SHJ;Region Villach;68059;268042
2013;6 ;2012/13;SHJ;Wörthersee/Rosental;58207;219812
2013;7 ;2012/13;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;83468;473309
2013;7 ;2012/13;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;48033;211014
2013;7 ;2012/13;SHJ;Katschberg/Lieser- und Maltatal;23825;114378
2013;7 ;2012/13;SHJ;Klopeiner See – Südkärnten/Lavanttal;52119;302756
2013;7 ;2012/13;SHJ;Kärnten-Mitte;13088;68083
2013;7 ;2012/13;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;60126;380205
2013;7 ;2012/13;SHJ;Region Klagenfurt;27720;68575
2013;7 ;2012/13;SHJ;Region Villach;116381;634229
2013;7 ;2012/13;SHJ;Wörthersee/Rosental;88534;451528
2013;8 ;2012/13;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;95020;563380
2013;8 ;2012/13;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;50681;226115
2013;8 ;2012/13;SHJ;Katschberg/Lieser- und Maltatal;24323;129995
2013;8 ;2012/13;SHJ;Klopeiner See – Südkärnten/Lavanttal;55527;333558
2013;8 ;2012/13;SHJ;Kärnten-Mitte;13639;75029
2013;8 ;2012/13;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;65801;425926
2013;8 ;2012/13;SHJ;Region Klagenfurt;32247;83324
2013;8 ;2012/13;SHJ;Region Villach;120404;674024
2013;8 ;2012/13;SHJ;Wörthersee/Rosental;94072;477148
2013;9 ;2012/13;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;44131;204872
2013;9 ;2012/13;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;21666;76869
2013;9 ;2012/13;SHJ;Katschberg/Lieser- und Maltatal;13218;53054
2013;9 ;2012/13;SHJ;Klopeiner See – Südkärnten/Lavanttal;19743;107597
2013;9 ;2012/13;SHJ;Kärnten-Mitte;9248;36234
2013;9 ;2012/13;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;30683;154615
2013;9 ;2012/13;SHJ;Region Klagenfurt;18881;39691
2013;9 ;2012/13;SHJ;Region Villach;71054;262369
2013;9 ;2012/13;SHJ;Wörthersee/Rosental;42978;171532
2014;1 ;2013/14;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;33913;178257
2014;1 ;2013/14;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;15485;87353
2014;1 ;2013/14;WHJ;Katschberg/Lieser- und Maltatal;15399;80584
2014;1 ;2013/14;WHJ;Klopeiner See – Südkärnten/Lavanttal;8285;41671
2014;1 ;2013/14;WHJ;Kärnten-Mitte;3622;19964
2014;1 ;2013/14;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;41203;212477
2014;1 ;2013/14;WHJ;Region Klagenfurt;8959;16764
2014;1 ;2013/14;WHJ;Region Villach;30207;125716
2014;1 ;2013/14;WHJ;Wörthersee/Rosental;5084;14418
2014;10;2013/14;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;19580;66218
2014;10;2013/14;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;9332;30731
2014;10;2013/14;SHJ;Katschberg/Lieser- und Maltatal;8644;30694
2014;10;2013/14;SHJ;Klopeiner See – Südkärnten/Lavanttal;9336;38049
2014;10;2013/14;SHJ;Kärnten-Mitte;7604;25439
2014;10;2013/14;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;12614;49873
2014;10;2013/14;SHJ;Region Klagenfurt;14558;25719
2014;10;2013/14;SHJ;Region Villach;28423;84724
2014;10;2013/14;SHJ;Wörthersee/Rosental;13160;35470
2014;11;2014/15;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;7379;18460
2014;11;2014/15;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;5376;17329
2014;11;2014/15;WHJ;Katschberg/Lieser- und Maltatal;327;1438
2014;11;2014/15;WHJ;Klopeiner See – Südkärnten/Lavanttal;6135;27868
2014;11;2014/15;WHJ;Kärnten-Mitte;3888;16774
2014;11;2014/15;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;4357;15147
2014;11;2014/15;WHJ;Region Klagenfurt;13361;23595
2014;11;2014/15;WHJ;Region Villach;17621;52962
2014;11;2014/15;WHJ;Wörthersee/Rosental;7350;16154
2014;12;2014/15;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;27833;114841
2014;12;2014/15;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;16762;71168
2014;12;2014/15;WHJ;Katschberg/Lieser- und Maltatal;12054;53580
2014;12;2014/15;WHJ;Klopeiner See – Südkärnten/Lavanttal;7323;32091
2014;12;2014/15;WHJ;Kärnten-Mitte;4699;20916
2014;12;2014/15;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;26433;114613
2014;12;2014/15;WHJ;Region Klagenfurt;13300;22479
2014;12;2014/15;WHJ;Region Villach;27465;85395
2014;12;2014/15;WHJ;Wörthersee/Rosental;11203;24806
2014;2 ;2013/14;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;46663;236721
2014;2 ;2013/14;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;22439;113759
2014;2 ;2013/14;WHJ;Katschberg/Lieser- und Maltatal;16752;86675
2014;2 ;2013/14;WHJ;Klopeiner See – Südkärnten/Lavanttal;9102;42435
2014;2 ;2013/14;WHJ;Kärnten-Mitte;3291;17154
2014;2 ;2013/14;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;47465;227576
2014;2 ;2013/14;WHJ;Region Klagenfurt;8647;14776
2014;2 ;2013/14;WHJ;Region Villach;34795;139307
2014;2 ;2013/14;WHJ;Wörthersee/Rosental;4916;11398
2014;3 ;2013/14;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;36359;162046
2014;3 ;2013/14;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;19694;86099
2014;3 ;2013/14;WHJ;Katschberg/Lieser- und Maltatal;16215;71899
2014;3 ;2013/14;WHJ;Klopeiner See – Südkärnten/Lavanttal;8135;34758
2014;3 ;2013/14;WHJ;Kärnten-Mitte;4199;17900
2014;3 ;2013/14;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;41644;176657
2014;3 ;2013/14;WHJ;Region Klagenfurt;12775;22291
2014;3 ;2013/14;WHJ;Region Villach;26284;95663
2014;3 ;2013/14;WHJ;Wörthersee/Rosental;8282;17495
2014;4 ;2013/14;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;13639;44498
2014;4 ;2013/14;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;9173;45148
2014;4 ;2013/14;WHJ;Katschberg/Lieser- und Maltatal;3399;15512
2014;4 ;2013/14;WHJ;Klopeiner See – Südkärnten/Lavanttal;8715;34007
2014;4 ;2013/14;WHJ;Kärnten-Mitte;5410;20562
2014;4 ;2013/14;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;11842;48685
2014;4 ;2013/14;WHJ;Region Klagenfurt;12428;21920
2014;4 ;2013/14;WHJ;Region Villach;22351;66664
2014;4 ;2013/14;WHJ;Wörthersee/Rosental;15210;34634
2014;5 ;2013/14;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;29573;104204
2014;5 ;2013/14;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;10536;33608
2014;5 ;2013/14;SHJ;Katschberg/Lieser- und Maltatal;4975;15420
2014;5 ;2013/14;SHJ;Klopeiner See – Südkärnten/Lavanttal;18875;71939
2014;5 ;2013/14;SHJ;Kärnten-Mitte;8019;27587
2014;5 ;2013/14;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;16703;58805
2014;5 ;2013/14;SHJ;Region Klagenfurt;17784;32952
2014;5 ;2013/14;SHJ;Region Villach;48093;156651
2014;5 ;2013/14;SHJ;Wörthersee/Rosental;54170;172436
2014;6 ;2013/14;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;54484;232517
2014;6 ;2013/14;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;25631;84275
2014;6 ;2013/14;SHJ;Katschberg/Lieser- und Maltatal;14573;57237
2014;6 ;2013/14;SHJ;Klopeiner See – Südkärnten/Lavanttal;34045;165395
2014;6 ;2013/14;SHJ;Kärnten-Mitte;11447;40586
2014;6 ;2013/14;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;37670;170717
2014;6 ;2013/14;SHJ;Region Klagenfurt;20355;46045
2014;6 ;2013/14;SHJ;Region Villach;74965;291335
2014;6 ;2013/14;SHJ;Wörthersee/Rosental;64142;242312
2014;7 ;2013/14;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;75035;416054
2014;7 ;2013/14;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;42824;189734
2014;7 ;2013/14;SHJ;Katschberg/Lieser- und Maltatal;21818;102515
2014;7 ;2013/14;SHJ;Klopeiner See – Südkärnten/Lavanttal;46138;287395
2014;7 ;2013/14;SHJ;Kärnten-Mitte;12000;61805
2014;7 ;2013/14;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;54335;337930
2014;7 ;2013/14;SHJ;Region Klagenfurt;29877;68855
2014;7 ;2013/14;SHJ;Region Villach;107370;563231
2014;7 ;2013/14;SHJ;Wörthersee/Rosental;80063;406018
2014;8 ;2013/14;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;86112;524267
2014;8 ;2013/14;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;48043;215130
2014;8 ;2013/14;SHJ;Katschberg/Lieser- und Maltatal;24843;128322
2014;8 ;2013/14;SHJ;Klopeiner See – Südkärnten/Lavanttal;53973;329090
2014;8 ;2013/14;SHJ;Kärnten-Mitte;14252;73255
2014;8 ;2013/14;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;65902;416504
2014;8 ;2013/14;SHJ;Region Klagenfurt;30620;78809
2014;8 ;2013/14;SHJ;Region Villach;117211;626447
2014;8 ;2013/14;SHJ;Wörthersee/Rosental;87870;449312
2014;9 ;2013/14;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;39478;191565
2014;9 ;2013/14;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;18966;73368
2014;9 ;2013/14;SHJ;Katschberg/Lieser- und Maltatal;12510;50041
2014;9 ;2013/14;SHJ;Klopeiner See – Südkärnten/Lavanttal;17459;117140
2014;9 ;2013/14;SHJ;Kärnten-Mitte;9406;35625
2014;9 ;2013/14;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;27042;152635
2014;9 ;2013/14;SHJ;Region Klagenfurt;18521;34305
2014;9 ;2013/14;SHJ;Region Villach;66306;246673
2014;9 ;2013/14;SHJ;Wörthersee/Rosental;43139;151870
2015;1 ;2014/15;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;40616;182123
2015;1 ;2014/15;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;18230;90517
2015;1 ;2014/15;WHJ;Katschberg/Lieser- und Maltatal;16887;78796
2015;1 ;2014/15;WHJ;Klopeiner See – Südkärnten/Lavanttal;7973;42379
2015;1 ;2014/15;WHJ;Kärnten-Mitte;3616;20068
2015;1 ;2014/15;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;42270;204294
2015;1 ;2014/15;WHJ;Region Klagenfurt;9014;16278
2015;1 ;2014/15;WHJ;Region Villach;33109;121536
2015;1 ;2014/15;WHJ;Wörthersee/Rosental;5237;14483
2015;10;2014/15;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;17682;61189
2015;10;2014/15;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;7477;24867
2015;10;2014/15;SHJ;Katschberg/Lieser- und Maltatal;5637;20730
2015;10;2014/15;SHJ;Klopeiner See – Südkärnten/Lavanttal;8711;42478
2015;10;2014/15;SHJ;Kärnten-Mitte;8014;36723
2015;10;2014/15;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;10404;38915
2015;10;2014/15;SHJ;Region Klagenfurt;14895;26124
2015;10;2014/15;SHJ;Region Villach;28422;86237
2015;10;2014/15;SHJ;Wörthersee/Rosental;15638;39709
2015;11;2015/16;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;7014;16941
2015;11;2015/16;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;4963;15304
2015;11;2015/16;WHJ;Katschberg/Lieser- und Maltatal;387;1286
2015;11;2015/16;WHJ;Klopeiner See – Südkärnten/Lavanttal;6159;28562
2015;11;2015/16;WHJ;Kärnten-Mitte;5334;30357
2015;11;2015/16;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;4420;14125
2015;11;2015/16;WHJ;Region Klagenfurt;13795;22693
2015;11;2015/16;WHJ;Region Villach;17889;49612
2015;11;2015/16;WHJ;Wörthersee/Rosental;9117;21420
2015;12;2015/16;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;27533;108845
2015;12;2015/16;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;13066;56293
2015;12;2015/16;WHJ;Katschberg/Lieser- und Maltatal;10197;45951
2015;12;2015/16;WHJ;Klopeiner See – Südkärnten/Lavanttal;6781;30170
2015;12;2015/16;WHJ;Kärnten-Mitte;5199;31282
2015;12;2015/16;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;26276;107990
2015;12;2015/16;WHJ;Region Klagenfurt;13597;22168
2015;12;2015/16;WHJ;Region Villach;28135;84529
2015;12;2015/16;WHJ;Wörthersee/Rosental;12501;27255
2015;2 ;2014/15;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;46325;260239
2015;2 ;2014/15;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;21777;123513
2015;2 ;2014/15;WHJ;Katschberg/Lieser- und Maltatal;17294;93910
2015;2 ;2014/15;WHJ;Klopeiner See – Südkärnten/Lavanttal;8879;44773
2015;2 ;2014/15;WHJ;Kärnten-Mitte;4176;20255
2015;2 ;2014/15;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;48780;252815
2015;2 ;2014/15;WHJ;Region Klagenfurt;9038;15837
2015;2 ;2014/15;WHJ;Region Villach;36807;146878
2015;2 ;2014/15;WHJ;Wörthersee/Rosental;5722;13931
2015;3 ;2014/15;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;27915;133109
2015;3 ;2014/15;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;16220;79126
2015;3 ;2014/15;WHJ;Katschberg/Lieser- und Maltatal;12941;63782
2015;3 ;2014/15;WHJ;Klopeiner See – Südkärnten/Lavanttal;8921;41041
2015;3 ;2014/15;WHJ;Kärnten-Mitte;4074;17335
2015;3 ;2014/15;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;30190;146320
2015;3 ;2014/15;WHJ;Region Klagenfurt;11919;20590
2015;3 ;2014/15;WHJ;Region Villach;26178;90135
2015;3 ;2014/15;WHJ;Wörthersee/Rosental;7692;17195
2015;4 ;2014/15;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;11601;42456
2015;4 ;2014/15;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;6817;35446
2015;4 ;2014/15;WHJ;Katschberg/Lieser- und Maltatal;2935;18609
2015;4 ;2014/15;WHJ;Klopeiner See – Südkärnten/Lavanttal;8490;35867
2015;4 ;2014/15;WHJ;Kärnten-Mitte;4934;19009
2015;4 ;2014/15;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;8085;40265
2015;4 ;2014/15;WHJ;Region Klagenfurt;13934;25403
2015;4 ;2014/15;WHJ;Region Villach;24347;73614
2015;4 ;2014/15;WHJ;Wörthersee/Rosental;19263;43212
2015;5 ;2014/15;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;31417;113716
2015;5 ;2014/15;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;11328;36376
2015;5 ;2014/15;SHJ;Katschberg/Lieser- und Maltatal;6851;22446
2015;5 ;2014/15;SHJ;Klopeiner See – Südkärnten/Lavanttal;19602;79209
2015;5 ;2014/15;SHJ;Kärnten-Mitte;8750;40302
2015;5 ;2014/15;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;20319;75233
2015;5 ;2014/15;SHJ;Region Klagenfurt;18358;35017
2015;5 ;2014/15;SHJ;Region Villach;55898;183280
2015;5 ;2014/15;SHJ;Wörthersee/Rosental;56332;178595
2015;6 ;2014/15;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;49237;212165
2015;6 ;2014/15;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;24752;77664
2015;6 ;2014/15;SHJ;Katschberg/Lieser- und Maltatal;11946;44443
2015;6 ;2014/15;SHJ;Klopeiner See – Südkärnten/Lavanttal;33160;172887
2015;6 ;2014/15;SHJ;Kärnten-Mitte;11371;48889
2015;6 ;2014/15;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;35880;159792
2015;6 ;2014/15;SHJ;Region Klagenfurt;22326;47805
2015;6 ;2014/15;SHJ;Region Villach;73357;272273
2015;6 ;2014/15;SHJ;Wörthersee/Rosental;61663;220716
2015;7 ;2014/15;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;80896;429092
2015;7 ;2014/15;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;47386;188565
2015;7 ;2014/15;SHJ;Katschberg/Lieser- und Maltatal;21716;92360
2015;7 ;2014/15;SHJ;Klopeiner See – Südkärnten/Lavanttal;50163;303098
2015;7 ;2014/15;SHJ;Kärnten-Mitte;13055;60166
2015;7 ;2014/15;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;57026;342612
2015;7 ;2014/15;SHJ;Region Klagenfurt;35235;77162
2015;7 ;2014/15;SHJ;Region Villach;114737;558656
2015;7 ;2014/15;SHJ;Wörthersee/Rosental;89833;415306
2015;8 ;2014/15;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;94576;517180
2015;8 ;2014/15;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;53344;211491
2015;8 ;2014/15;SHJ;Katschberg/Lieser- und Maltatal;25366;113782
2015;8 ;2014/15;SHJ;Klopeiner See – Südkärnten/Lavanttal;57061;335828
2015;8 ;2014/15;SHJ;Kärnten-Mitte;15316;83367
2015;8 ;2014/15;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;69836;410445
2015;8 ;2014/15;SHJ;Region Klagenfurt;30850;78025
2015;8 ;2014/15;SHJ;Region Villach;125973;621545
2015;8 ;2014/15;SHJ;Wörthersee/Rosental;95145;448947
2015;9 ;2014/15;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;41196;192660
2015;9 ;2014/15;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;20150;68081
2015;9 ;2014/15;SHJ;Katschberg/Lieser- und Maltatal;11614;45213
2015;9 ;2014/15;SHJ;Klopeiner See – Südkärnten/Lavanttal;19340;120961
2015;9 ;2014/15;SHJ;Kärnten-Mitte;10160;46915
2015;9 ;2014/15;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;29056;145000
2015;9 ;2014/15;SHJ;Region Klagenfurt;19707;38252
2015;9 ;2014/15;SHJ;Region Villach;73683;266624
2015;9 ;2014/15;SHJ;Wörthersee/Rosental;43567;163726
2016;1 ;2015/16;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;41948;181925
2016;1 ;2015/16;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;17941;86942
2016;1 ;2015/16;WHJ;Katschberg/Lieser- und Maltatal;15935;70731
2016;1 ;2015/16;WHJ;Klopeiner See – Südkärnten/Lavanttal;6794;33822
2016;1 ;2015/16;WHJ;Kärnten-Mitte;4278;39029
2016;1 ;2015/16;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;47893;216126
2016;1 ;2015/16;WHJ;Region Klagenfurt;9034;16568
2016;1 ;2015/16;WHJ;Region Villach;33114;120393
2016;1 ;2015/16;WHJ;Wörthersee/Rosental;5785;16747
2016;10;2015/16;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;22952;78130
2016;10;2015/16;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;7856;27572
2016;10;2015/16;SHJ;Katschberg/Lieser- und Maltatal;7311;28410
2016;10;2015/16;SHJ;Klopeiner See – Südkärnten/Lavanttal;8774;40843
2016;10;2015/16;SHJ;Kärnten-Mitte;7017;35330
2016;10;2015/16;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;10969;42429
2016;10;2015/16;SHJ;Region Klagenfurt;14857;26762
2016;10;2015/16;SHJ;Region Villach;29534;91408
2016;10;2015/16;SHJ;Wörthersee/Rosental;18862;49189
2016;11;2016/17;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;6968;17703
2016;11;2016/17;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;4665;15378
2016;11;2016/17;WHJ;Katschberg/Lieser- und Maltatal;383;1455
2016;11;2016/17;WHJ;Klopeiner See – Südkärnten/Lavanttal;5761;30412
2016;11;2016/17;WHJ;Kärnten-Mitte;5373;30718
2016;11;2016/17;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;3783;13587
2016;11;2016/17;WHJ;Region Klagenfurt;13640;24182
2016;11;2016/17;WHJ;Region Villach;18353;53264
2016;11;2016/17;WHJ;Wörthersee/Rosental;10159;20368
2016;12;2016/17;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;25694;88945
2016;12;2016/17;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;12228;47308
2016;12;2016/17;WHJ;Katschberg/Lieser- und Maltatal;10682;41118
2016;12;2016/17;WHJ;Klopeiner See – Südkärnten/Lavanttal;6897;31135
2016;12;2016/17;WHJ;Kärnten-Mitte;4832;32925
2016;12;2016/17;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;24640;94062
2016;12;2016/17;WHJ;Region Klagenfurt;12839;22030
2016;12;2016/17;WHJ;Region Villach;26273;76444
2016;12;2016/17;WHJ;Wörthersee/Rosental;14555;30338
2016;2 ;2015/16;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;45196;246167
2016;2 ;2015/16;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;21058;116366
2016;2 ;2015/16;WHJ;Katschberg/Lieser- und Maltatal;16351;90501
2016;2 ;2015/16;WHJ;Klopeiner See – Südkärnten/Lavanttal;10605;53058
2016;2 ;2015/16;WHJ;Kärnten-Mitte;4826;38531
2016;2 ;2015/16;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;50480;266170
2016;2 ;2015/16;WHJ;Region Klagenfurt;10350;17518
2016;2 ;2015/16;WHJ;Region Villach;33000;136341
2016;2 ;2015/16;WHJ;Wörthersee/Rosental;6845;16602
2016;3 ;2015/16;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;39323;180198
2016;3 ;2015/16;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;18351;93143
2016;3 ;2015/16;WHJ;Katschberg/Lieser- und Maltatal;15744;80567
2016;3 ;2015/16;WHJ;Klopeiner See – Südkärnten/Lavanttal;9074;44652
2016;3 ;2015/16;WHJ;Kärnten-Mitte;4830;31073
2016;3 ;2015/16;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;37538;182250
2016;3 ;2015/16;WHJ;Region Klagenfurt;11427;20350
2016;3 ;2015/16;WHJ;Region Villach;26230;92363
2016;3 ;2015/16;WHJ;Wörthersee/Rosental;9365;22872
2016;4 ;2015/16;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;8565;26621
2016;4 ;2015/16;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;4748;17399
2016;4 ;2015/16;WHJ;Katschberg/Lieser- und Maltatal;1793;8252
2016;4 ;2015/16;WHJ;Klopeiner See – Südkärnten/Lavanttal;8875;35723
2016;4 ;2015/16;WHJ;Kärnten-Mitte;5653;31738
2016;4 ;2015/16;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;5418;24303
2016;4 ;2015/16;WHJ;Region Klagenfurt;14319;24566
2016;4 ;2015/16;WHJ;Region Villach;25870;74312
2016;4 ;2015/16;WHJ;Wörthersee/Rosental;23087;60716
2016;5 ;2015/16;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;36223;128902
2016;5 ;2015/16;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;13222;37830
2016;5 ;2015/16;SHJ;Katschberg/Lieser- und Maltatal;8540;32411
2016;5 ;2015/16;SHJ;Klopeiner See – Südkärnten/Lavanttal;21400;90748
2016;5 ;2015/16;SHJ;Kärnten-Mitte;9212;42728
2016;5 ;2015/16;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;22669;86593
2016;5 ;2015/16;SHJ;Region Klagenfurt;17807;33347
2016;5 ;2015/16;SHJ;Region Villach;53261;169751
2016;5 ;2015/16;SHJ;Wörthersee/Rosental;50842;165972
2016;6 ;2015/16;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;46073;196104
2016;6 ;2015/16;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;22227;73387
2016;6 ;2015/16;SHJ;Katschberg/Lieser- und Maltatal;11453;45767
2016;6 ;2015/16;SHJ;Klopeiner See – Südkärnten/Lavanttal;26954;162504
2016;6 ;2015/16;SHJ;Kärnten-Mitte;9734;43942
2016;6 ;2015/16;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;31601;143412
2016;6 ;2015/16;SHJ;Region Klagenfurt;20351;45159
2016;6 ;2015/16;SHJ;Region Villach;67332;255590
2016;6 ;2015/16;SHJ;Wörthersee/Rosental;56539;211065
2016;7 ;2015/16;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;92559;444513
2016;7 ;2015/16;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;49502;190944
